,Modelo,Ano,Cor, Combustível,KM,Preco,Link,Vendedor,Cidade
1378,Gol 1000,95/96,Cinza,Gasolina,Não disponível,"R$ 15.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1000/95-96/1080279,Jolemar Veículos,"Av. Bandeirantes, 2822 - Nova Bandeirantes - Campo Grande / MS"
1379,Ka 1.0,09/09,Preta,Gasolina,86.000 Km,"R$ 15.000,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/09-09/1060636,Total Flex Veículos,"Rua Hayel Bon Faker, 650 - Jardim Água Boa - Dourados / MS"
1380,Logan Expression 1.6,08/08,Preta,Flex,217.000 Km,"R$ 15.000,00",https://www.shopcar.com.br/veiculos/renault/logan-expression-1-6/08-08/1079958,Libório & Gerson Automóveis,"Av. Weimar G. Torres, 2478 - Centro - Dourados / MS"
1381,Omega GLS 4.1,94/95,Azul,Gasolina,Não disponível,"R$ 15.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/omega-gls-4-1/94-95/1064472,Start Veículos Loja 2,"Rua São Borja, 441 - Vila Rica - Campo Grande / MS"
1382,Opala Comodoro 2.5,82/82,Preta,Gasolina,200.000 Km,"R$ 15.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/opala-comodoro-2-5/82-82/1026049,Estacionamento Três Lagoas,"Av. Capitão Olinto Mancini, 1342 - Centro - Três Lagoas / MS"
1383,Palio 1.0 Fire 2p.,07/07,Prata,Flex,Não disponível,"R$ 15.000,00",https://www.shopcar.com.br/veiculos/fiat/palio-1-0-fire-2p/07-07/1081235,LM Veículos,"Rua Santa Catarina, 224 - Jardim das Grevilhas - Eldorado / MS"
1384,Passat LSE 1.6,86/87,Vermelha,Gasolina,Não disponível,"R$ 15.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/passat-lse-1-6/86-87/1032975,Duda Veículos,"Av. Padre José Daniel, 1070 - Centro - Vicentina / MS"
1385,Stilo 1.8,03/03,Preta,Flex,Não disponível,"R$ 15.000,00",https://www.shopcar.com.br/veiculos/fiat/stilo-1-8/03-03/1089207,Lolo Veículos,"Rodovia MS 156, 2595 - Chácara Sidelis - Dourados / MS"
1386,Uno Mille 1.0 2p.,07/08,Branca,Gasolina,Não disponível,"R$ 15.000,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-1-0-2p/07-08/1078557,MultCar Veículos,"Av. Antonio Joaquim de Moura Andrade, 991 - Centro - Nova Andradina / MS"
1387,Uno Mille Economy 1.0 Fire 4p.,11/12,Branca,Flex,Não disponível,"R$ 15.000,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-economy-1-0-fire-4p/11-12/1090176,Edivaldo Lourenco Souza,Campo Grande - MS
1388,Uno Mille Way 1.0 Fire 2p.,10/11,Preta,Flex,Não disponível,"R$ 15.000,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-way-1-0-fire-2p/10-11/1082112,Duda Veículos,"Av. Padre José Daniel, 1070 - Centro - Vicentina / MS"
1389,Vectra CD 2.2 16v A/T,00/01,Prata,Gasolina,180.000 Km,"R$ 15.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/vectra-cd-2-2-16v/00-01/1074990,Etelvina,Itaporã - MS
1390,Vectra CD 2.2 16v A/T,00/01,Prata,Gasolina,180.000 Km,"R$ 15.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/vectra-cd-2-2-16v/00-01/1074827,Etelvina,Itaporã - MS
1391,Vectra Expression 2.2,02/02,Azul,Gasolina,Não disponível,"R$ 15.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/vectra-expression-2-2/02-02/1089472,NSA Veículos," Av. Ceará, 2490 - Vila Rica - Campo Grande / MS"
1392,Gol City 1.0 4p.,05/06,Prata,Flex,Não disponível,"R$ 15.300,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-city-1-0-4p/05-06/1001438,Confiança Veículos,"Rua Sete de Setembro, 1347  - Centro - Campo Grande / MS"
1393,207 XR 1.4 4p.,09/09,Prata,Flex,Não disponível,"R$ 15.450,00",https://www.shopcar.com.br/veiculos/peugeot/207-xr-1-4-4p/09-09/1021949,Tradição Veículos,"Rua Joaquim Murtinho, 433 - Centro - Campo Grande / MS"
1394,Celta Life 1.0 2p.,09/10,Preta,Flex,Não disponível,"R$ 15.500,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-life-1-0-2p/09-10/1090092,NSA Veículos," Av. Ceará, 2490 - Vila Rica - Campo Grande / MS"
1395,Celta Life 1.0 2p.,08/08,Cinza,Flex,Não disponível,"R$ 15.500,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-life-1-0-2p/08-08/1053467,JP Automóveis,"Av. Bandeirantes, 2011 - Taquarussu - Campo Grande / MS"
1396,Celta LT 1.0 4p.,12/13,Vermelha,Flex,Não disponível,"R$ 15.500,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-lt-1-0-4p/12-13/1085466,Multicar Veículos,"Rua Dr. Nelson de Araújo, 320 - Centro - Dourados / MS"
1397,Clio Hatch Campus 1.0 16v 4p.,11/11,Preta,Flex,Não disponível,"R$ 15.500,00",https://www.shopcar.com.br/veiculos/renault/clio-hatch-campus-1-0-16v-4p/11-11/1085670,BR Veículos,"Av. Salgado Filho, 1845 - Vila Carvalho - Campo Grande / MS"
1398,Clio Hatch Expression 1.0 16v 4p.,07/07,Prata,Flex,Não disponível,"R$ 15.500,00",https://www.shopcar.com.br/veiculos/renault/clio-hatch-expression-1-0-16v-4p/07-07/1054403,Águia Veículos,"Av. Bandeirantes, 1333 - Taquarussu - Campo Grande / MS"
1399,Corsa Sedan 1.0,02/03,Prata,Gasolina,153.000 Km,"R$ 15.500,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-1-0/02-03/1084695,Unique Automóveis,"Rua Prof. Luís Alexandre de Oliveira, 255 - Vivenda do Bosque - Campo Grande / MS"
1400,Corsa Sedan Classic Life 1.0,07/08,Bege,Flex,Não disponível,"R$ 15.500,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-life-1-0/07-08/1080805,Eurocar Veículos,"Av. Marcelino Pires, 4510 - Vila Industrial - Dourados / MS"
1401,Fiesta Hatch Personnalité 1.0 4p.,05/05,Dourada,Gasolina,162.000 Km,"R$ 15.500,00",https://www.shopcar.com.br/veiculos/ford/fiesta-hatch-personnalit-1-0-4p/05-05/1085799,Waltinho Automóveis,"Av. Ceará, 1134 - Vila Santo Gomes - Campo Grande / MS"
1402,Fiesta Sedan 1.6,08/08,Prata,Flex,Não disponível,"R$ 15.500,00",https://www.shopcar.com.br/veiculos/ford/fiesta-sedan-1-6/08-08/1065001,Daniela Cristina Lourenço,Campo Grande - MS
1403,Fiesta Sedan Supercharger 1.0,05/05,Cinza,Gasolina,Não disponível,"R$ 15.500,00",https://www.shopcar.com.br/veiculos/ford/fiesta-sedan-supercharger-1-0/05-05/1088344,BR Veículos,"Av. Salgado Filho, 1845 - Vila Carvalho - Campo Grande / MS"
1404,Gol 1.0 2p.,06/07,Preta,Flex,186.027 Km,"R$ 15.500,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-0-2p/06-07/1077302,Auto Car Multimarcas,"Rua Dinamarca, 52 - Centro - Naviraí / MS"
1405,Ka 1.0,11/12,Preta,Flex,Não disponível,"R$ 15.500,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/11-12/1070137,M Car Veículos,"Av. Weimar Gonçalves Torres, 4051 - Jardim Caramuru - Dourados / MS"
1406,Ka 1.0,09/09,Preta,Flex,110.000 Km,"R$ 15.500,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/09-09/1081570,Duda Veículos,"Av. Padre José Daniel, 1070 - Centro - Vicentina / MS"
1407,Ka 1.0,07/07,Preta,Flex,Não disponível,"R$ 15.500,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/07-07/1058671,JP Automóveis,"Av. Bandeirantes, 2011 - Taquarussu - Campo Grande / MS"
1408,Ka Tecno 1.0,10/11,Branca,Flex,233.270 Km,"R$ 15.500,00",https://www.shopcar.com.br/veiculos/ford/ka-tecno-1-0/10-11/1072014,Katiane Reis da Silva,Campo Grande - MS
1409,Opala Diplomata 2.5,81/81,Dourada,Gasolina,Não disponível,"R$ 15.500,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/opala-diplomata-2-5/81-81/1031738,Start Veículos Loja 2,"Rua São Borja, 441 - Vila Rica - Campo Grande / MS"
1410,Prisma Joy 1.4,06/07,Preta,Flex,132.000 Km,"R$ 15.500,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/prisma-joy-1-4/06-07/1068889,Bom Negocio Veículos,"Rua Marques de Pombal, 308 - Jardim São Lourenço - Campo Grande / MS"
1411,Siena 1.0 Fire,04/05,Branca,Gasolina,162.806 Km,"R$ 15.500,00",https://www.shopcar.com.br/veiculos/fiat/siena-1-0-fire/04-05/987129,Alvorada Veículos,"Av. Capitão Olinto Mancini, 2960 - Jardim Alvorada - Três Lagoas / MS"
1412,Uno Mille Economy 1.0 Fire 2p.,11/12,Preta,Flex,Não disponível,"R$ 15.500,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-economy-1-0-fire-2p/11-12/1072323,Marvi Automóveis,"Av. Hayel Bon Faker, 901 - Jardim Água Boa - Dourados / MS"
1413,Uno Mille Economy 1.0 Fire 2p.,10/11,Preta,Flex,Não disponível,"R$ 15.500,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-economy-1-0-fire-2p/10-11/1082111,Duda Veículos,"Av. Padre José Daniel, 1070 - Centro - Vicentina / MS"
1414,Vectra GLS 2.2,00/01,Prata,Gasolina,239.871 Km,"R$ 15.500,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/vectra-gls-2-2/00-01/1084339,Auto Car Multimarcas,"Rua Dinamarca, 52 - Centro - Naviraí / MS"
1415,Fiesta Hatch 1.0 4p.,07/08,Branca,Flex,84.142 Km,"R$ 15.600,00",https://www.shopcar.com.br/veiculos/ford/fiesta-hatch-1-0-4p/07-08/1066909,Radião Motos,"Av. das Bandeiras, 213 - Vila Carvalho - Campo Grande / MS"
1416,Ka 1.0,09/09,Vermelha,Flex,92.443 Km,"R$ 15.600,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/09-09/1071892,Radião Motos,"Av. das Bandeiras, 213 - Vila Carvalho - Campo Grande / MS"
1417,Gol 1.0 2p.,11/12,Preta,Flex,Não disponível,"R$ 15.790,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-0-2p/11-12/1084285,MultCar Veículos,"Av. Antonio Joaquim de Moura Andrade, 991 - Centro - Nova Andradina / MS"
1418,Astra Hatch GL 1.8 2p.,00/01,Preta,Gasolina,Não disponível,"R$ 15.800,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/astra-hatch-gl-1-8-2p/00-01/1057049,Alvorada Veículos,"Av. Capitão Olinto Mancini, 2960 - Jardim Alvorada - Três Lagoas / MS"
1419,C3 Hatch Exclusive 1.6 16v,06/06,Cinza,Flex,Não disponível,"R$ 15.800,00",https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-exclusive-1-6-16v/06-06/1005093,Simone Automóveis,"Av. Bandeirantes, 1855 - Bandeirantes - Campo Grande / MS"
1420,Caravan Comodoro 2.5,79/79,Bege,Gasolina,111.000 Km,"R$ 15.800,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/caravan-comodoro-2-5/79-79/1069925,Erley Carrilho Arantes,Campo Grande - MS
1421,Celta Life 1.0 2p.,09/10,Prata,Flex,124.000 Km,"R$ 15.800,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-life-1-0-2p/09-10/1078095,C3 Veículos,"Av. Gabriel Spipe Calarge, 144 - Parati - Campo Grande / MS"
1422,Corsa Sedan 1.0,02/03,Prata,Gasolina,Não disponível,"R$ 15.800,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-1-0/02-03/1051257,Jose Everaldo Souza,Campo Grande - MS
1423,Focus Hatch 1.8 16v,00/01,Prata,Gasolina,183.000 Km,"R$ 15.800,00",https://www.shopcar.com.br/veiculos/ford/focus-hatch-1-8-16v/00-01/1003727,Alvorada Veículos,"Av. Capitão Olinto Mancini, 2960 - Jardim Alvorada - Três Lagoas / MS"
1424,Fusca 1600,85/85,Cinza,Gasolina,Não disponível,"R$ 15.800,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/fusca-1600/85-85/818575,Simone Automóveis,"Av. Bandeirantes, 1855 - Bandeirantes - Campo Grande / MS"
1425,Gol Plus 1.0 4p.,07/08,Cinza,Flex,Não disponível,"R$ 15.800,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-plus-1-0-4p/07-08/1076940,LG Motors,"Av. Bandeirantes, 1404 - Amambaí - Campo Grande / MS"
1426,Palio 1.0 Fire 4p.,06/07,Azul,Flex,Não disponível,"R$ 15.800,00",https://www.shopcar.com.br/veiculos/fiat/palio-1-0-fire-4p/06-07/1077197,TR4 Veículos,"Av. Pres. Ernesto Geisel, 5323 - Centro - Campo Grande / MS"
1427,Siena 1.0 Fire,05/06,Azul,Flex,Não disponível,"R$ 15.800,00",https://www.shopcar.com.br/veiculos/fiat/siena-1-0-fire/05-06/1072115,Vision Automóveis,"Av. Coronel Antonino, 995 - Coronel Antonino - Campo Grande / MS"
1428,Stilo 1.8,06/06,Prata,Flex,Não disponível,"R$ 15.800,00",https://www.shopcar.com.br/veiculos/fiat/stilo-1-8/06-06/1063865,Stopcar Veículos,"Av. Bandeirantes, 1858 - Vila Bandeirantes - Campo Grande / MS"
1429,Uno Mille 1.0 Fire 4p.,06/06,Branca,Flex,Não disponível,"R$ 15.880,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-1-0-fire-4p/06-06/1084905,Jolemar Veículos,"Av. Bandeirantes, 2822 - Nova Bandeirantes - Campo Grande / MS"
1430,206 Presence 1.4 4p.,08/08,Cinza,Flex,Não disponível,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/peugeot/206-presence-1-4-4p/08-08/1087062,ARS Automóveis,"Av. Bandeirantes, 1494 - Vila Bandeirante - Campo Grande / MS"
1431,Brasilia 1600,78/78,Vermelha,Gasolina,Não disponível,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/brasilia-1600/78-78/1058102,BF Automóveis,"Rua Spipe Calarge, 350 - Jd. Tv Morena - Campo Grande / MS"
1432,C3 Hatch GLX 1.4,07/07,Prata,Flex,Não disponível,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-glx-1-4/07-07/1081423,Podium Veículos Loja 2,"Av. Manoel da Costa Lima, 301 - Vila Ipiranga - Campo Grande / MS"
1433,C3 Hatch GLX 1.4,07/07,Prata,Flex,139.000 Km,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-glx-1-4/07-07/1087627,Finauto Veículos,"Rua Antonio de Souza Marcondes, 2800 - Centro - Maracaju / MS"
1434,C3 Hatch GLX 1.4,07/07,Preta,Flex,Não disponível,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-glx-1-4/07-07/1025981,Via Motors,"Av. Fabio Zahran, 8000 - Jockey Club - Campo Grande / MS"
1435,C3 Hatch GLX 1.4,06/06,Preta,Flex,Não disponível,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-glx-1-4/06-06/1044452,Vip Veículos,"Rua Joaquim Murtinho, 2980 - Vila Almeida Lima - Campo Grande / MS"
1436,Celta Life 1.0 2p.,09/09,Prata,Flex,Não disponível,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-life-1-0-2p/09-09/1083682,MP Automóveis,"Rua Cachara, 25 - Alto da Boa Vista - Campo Grande / MS"
1437,Celta LS 1.0 2p.,11/12,Preta,Flex,89.300 Km,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-ls-1-0-2p/11-12/1069166,Multimarcas Coxim,"Rua Santos Dumont, 06 - Centro - Coxim / MS"
1438,Clio Sedan Expression 1.6 16v,06/06,Prata,Flex,184.000 Km,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/renault/clio-sedan-expression-1-6-16v/06-06/1066953,DL Car,"Av. Bandeirantes, 2081 - Nova Bandeirantes - Campo Grande / MS"
1439,Corsa Sedan Classic 1.0,09/10,Branca,Flex,100.000 Km,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-1-0/09-10/1077192,Pantanal Veículos,"Rua Munir Thomé,1001 - Centro - Três Lagoas / MS"
1440,Corsa Sedan Classic 1.6,02/03,Branca,Gasolina,Não disponível,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-1-6/02-03/1057739,Vip Veículos,"Rua Joaquim Murtinho, 2980 - Vila Almeida Lima - Campo Grande / MS"
1441,Corsa Sedan Classic Spirit 1.0,04/05,Branca,Flex,Não disponível,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-spirit-1-0/04-05/1070934,Planalto Veículos,"Av. Tamandaré, 456 - Vila Planalto - Campo Grande / MS"
1442,Corsa Sedan Milenium 1.0,02/02,Prata,Gasolina,Não disponível,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-milenium-1-0/02-02/1074281,Castelo Automóveis,"Av. Bandeirantes, 1949 - Vila Jacy - Campo Grande / MS"
1443,Face 1.3 16v,11/12,Prata,Flex,91.100 Km,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/chery/face-1-3-16v/11-12/1036219,Vision Automóveis,"Av. Coronel Antonino, 995 - Coronel Antonino - Campo Grande / MS"
1444,Fiesta Sedan 1.6,06/06,Preta,Flex,Não disponível,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/ford/fiesta-sedan-1-6/06-06/1082536,Auto Flex Veículos,"Av. Weimar G. Torres, 3192 - Centro - Dourados / MS"
1445,Gol 1.0 4p.,08/09,Preta,Flex,Não disponível,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-0-4p/08-09/1074994,JT Veículos,"Av. Bandeirantes, 2806 - Nova Bandeirantes - Campo Grande / MS"
1446,Gol 1.0 4p.,05/05,Branca,Gasolina,Não disponível,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-0-4p/05-05/1036779,Eurocar Veículos,"Av. Europa, 811 - Taquarussu - Campo Grande / MS"
1447,Gol City 1.0 2p.,07/07,Branca,Flex,Não disponível,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-city-1-0-2p/07-07/1089683,Saraiva Automóveis ,"Av. Bandeirantes, 2900 - Vila Jacy - Campo Grande / MS"
1448,Gol City 1.0 4p.,05/06,Cinza,Flex,Não disponível,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-city-1-0-4p/05-06/1086292,Auto Flex Veículos,"Av. Weimar G. Torres, 3192 - Centro - Dourados / MS"
1449,Gol Trend 1.0 4p.,07/07,Vermelha,Flex,Não disponível,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-trend-1-0-4p/07-07/1086905,Auto Cred Motors,"Av. Weimar Gonçalves Torres, 1200 - Centro - Dourados / MS"
1450,Ka 1.0,11/11,Branca,Flex,Não disponível,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/11-11/972070,Champanhá Veículos,"Av. Bandeirantes, 1216 - Amambaí - Campo Grande / MS"
1451,Ka 1.0,11/11,Azul,Flex,77.000 Km,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/11-11/1077865,Seicar Veículos,"Av. Bandeirantes, 2878 - Nova Bandeirantes - Campo Grande / MS"
1452,Ka 1.0,10/11,Cinza,Flex,Não disponível,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/10-11/1078349,JP Automóveis,"Av. Bandeirantes, 2011 - Taquarussu - Campo Grande / MS"
1453,Ka 1.0,09/09,Vermelha,Flex,158.546 Km,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/09-09/1023599,Premium Auto Car,"Av. Ricardo Brandão, 778 - Itanhangá Park - Campo Grande / MS"
1454,Logan Authentique 1.0 16v,08/09,Cinza,Flex,Não disponível,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/renault/logan-authentique-1-0-16v/08-09/1069718,Hot Car Veículos,"Rua Paraguai, 499 - Jardim América - Campo Grande / MS"
1455,Meriva 1.8,02/03,Cinza,Gasolina,267.815 Km,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/meriva-1-8/02-03/979805,Dig Automóveis,"Av. Dorvalino dos Santos, 400 - Centro - Sidrolândia / MS"
1456,Pampa L 1.8i,97/97,Prata,Gasolina,Não disponível,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/ford/pampa-l-1-8i/97-97/1085759,Alvorada Veículos,"Av. Jofre de Araujo, 185 - Centro - Nova Alvorada do Sul / MS"
1457,Uno Mille Economy 1.0 Fire 2p.,10/11,Branca,Flex,114.277 Km,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-economy-1-0-fire-2p/10-11/1069015,Revolução Automóveis,"Rua Brilhante, 1925 - Nova Bandeirante - Campo Grande / MS"
1458,Vectra GL 2.2,00/00,Prata,Flex,285.191 Km,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/vectra-gl-2-2/00-00/1039134,Dig Automóveis,"Av. Dorvalino dos Santos, 400 - Centro - Sidrolândia / MS"
1459,Xsara GLX 1.6 16v,03/03,Cinza,Flex,224.000 Km,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/citro-n/xsara-glx-1-6-16v/03-03/1084796,MP Automóveis,"Rua Cachara, 25 - Alto da Boa Vista - Campo Grande / MS"
1460,Xsara Picasso GLX 2.0 16v,08/08,Preta,Gasolina,Não disponível,"R$ 15.900,00",https://www.shopcar.com.br/veiculos/citro-n/xsara-picasso-glx-2-0-16v/08-08/1063997,Talismã Veículos,"Av. Bandeirantes, 711 - Amambaí - Campo Grande / MS"
1461,206 Sensation 1.4 4p.,10/10,Preta,Flex,200.000 Km,"R$ 15.990,00",https://www.shopcar.com.br/veiculos/peugeot/206-sensation-1-4-4p/10-10/1084139,Bee Seminovos,"Av. Fabio Zahran, 910 - Vila Carvalho - Campo Grande / MS"
1462,C3 Hatch GLX 1.4,08/09,Preta,Flex,140.000 Km,"R$ 15.990,00",https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-glx-1-4/08-09/1086118,Nova Era Veículos,"Av. Hayel Bon Faker, 1695 - Centro - Dourados / MS"
1463,Corsa Sedan Classic Spirit 1.6,02/03,Prata,Gasolina,135.000 Km,"R$ 15.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-spirit-1-6/02-03/1087918,S.I Motors,"Av. Rita Vieira de Andrade, 1456 - Rita Vieira - Campo Grande / MS"
1464,Fusca 1300,83/83,Branca,Gasolina,70.000 Km,"R$ 15.990,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/fusca-1300/83-83/1062603,Teca Automóveis,"Rua 13 de Maio, 3843 - Centro - Campo Grande / MS"
1465,Gol 1.0 4p.,10/11,Prata,Flex,100.000 Km,"R$ 15.990,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-0-4p/10-11/1036101,Bee Seminovos,"Av. Fabio Zahran, 910 - Vila Carvalho - Campo Grande / MS"
1466,Uno Mille 1.0 Fire 4p.,07/08,Bege,Flex,Não disponível,"R$ 15.990,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-1-0-fire-4p/07-08/1077521,Bertotto Veículos,"Av. Weimar Goncalves Torres, 4799 - Jardim Caramuru - Dourados / MS"
1467,Celta Life 1.0 4p.,07/08,Prata,Flex,Não disponível,"R$ 16.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-life-1-0-4p/07-08/1040825,MultCar Veículos,"Av. Antonio Joaquim de Moura Andrade, 991 - Centro - Nova Andradina / MS"
1468,Chevy 500 SL 1.6,92/93,Branca,Etanol,Não disponível,"R$ 16.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/chevy-500-sl-1-6/92-93/1078153,Procurocar Carros e Negócios,"Av. Salgado Filho, 987 - Amambaí - Campo Grande / MS"
1469,Corsa Sedan Classic 1.0,05/05,Branca,Gasolina,Não disponível,"R$ 16.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-1-0/05-05/1078454,Lolo Veículos,"Rodovia MS 156, 2595 - Chácara Sidelis - Dourados / MS"
1470,Corsa Sedan Classic Life 1.0,07/08,Preta,Flex,164.000 Km,"R$ 16.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-life-1-0/07-08/1017930,Nilton Felix Camargo Cicalise,Campo Grande - MS
1471,Fusca 1600,84/85,Branca,Gasolina,Não disponível,"R$ 16.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/fusca-1600/84-85/1032044,Ueno Veículos,"Av. Weimar G. Torres, 3500 - Centro - Dourados / MS"
1472,Gol Trend 1.0 4p.,11/12,Branca,Flex,Não disponível,"R$ 16.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-trend-1-0-4p/11-12/1087217,Autocar Veículos,"Av. Nicolau Otano, 802 - Centro - Amambaí / MS"
1473,Ka 1.0,11/11,Verde,Flex,96.637 Km,"R$ 16.000,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/11-11/1076906,Premium Auto Car,"Av. Ricardo Brandão, 778 - Itanhangá Park - Campo Grande / MS"
1474,Stilo Connect 1.8,05/06,Preta,Flex,Não disponível,"R$ 16.000,00",https://www.shopcar.com.br/veiculos/fiat/stilo-connect-1-8/05-06/1064461,MultCar Veículos,"Av. Antonio Joaquim de Moura Andrade, 991 - Centro - Nova Andradina / MS"
1475,Uno Mille Economy 1.0 Fire 4p.,08/08,Prata,Flex,163.831 Km,"R$ 16.000,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-economy-1-0-fire-4p/08-08/1086800,HP Automóveis,"Avenida Dom Antônio Barbosa, 3361  - Jardim Fluminense - Campo Grande / MS"
